英単語,日本語意味,英語意味
scream,悲鳴,sharp piercing cry
screen,画面,a white or silvered surface where pictures can be projected for viewing
script,脚本,a written version of a play or other dramatic composition; used in preparing for a performance
sea,海,a division of an ocean or a large body of salt water partially enclosed by land
search,探す,the activity of looking thoroughly in order to find something or someone
season,シーズン,a period of the year marked by special events or activities in some field
seat,シート,a space reserved for sitting (as in a theater or on a train or airplane)
second,第2,1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites
secret,秘密,something that should remain hidden from others (especially information that is not to be passed on)
secretary,秘書,a person who is head of an administrative department of government
section,セクション,a self-contained part of a larger composition (written or musical)
sector,セクタ,a plane figure bounded by two radii and the included arc of a circle
secure,確保します,get by special effort
security,セキュリティ,the state of being free from danger or injury
see,見る,the seat within a bishop's diocese where his cathedral is located
seed,シード,a small hard fruit
seek,求める,the movement of a read/write head to a specific data track on a disk
seem,思われる,give a certain impression or have a certain outward aspect
segment,セグメント,one of several parts or pieces that fit with others to constitute a whole object
seize,握ります,take hold of; grab
select,選択する,"pick out, select, or choose from a number of alternatives"
selection,選択,the act of choosing or selecting
self,自己,your consciousness of your own identity
sell,売る,the activity of persuading someone to buy
Senate,上院,assembly possessing high legislative powers
senator,上院議員,a member of a senate
send,送信,cause to go somewhere
senior,上級,an undergraduate student during the year preceding graduation
sense,感覚,a general conscious awareness
sensitive,敏感,someone who serves as an intermediary between the living and the dead
sentence,文,a string of words satisfying the grammatical rules of a language
separate,分ける,a separately printed article that originally appeared in a larger publication
sequence,シーケンス,serial arrangement in which things follow in logical order or a recurrent pattern
series,シリーズ,similar things placed in order or happening one after another
serious,深刻,concerned with work or important matters rather than play or trivialities
seriously,ひどく,in a serious manner
serve,サーブ,(sports) a stroke that puts the ball in play
service,サービス,work done by one person or group that benefits another
session,セッション,a meeting for execution of a group's functions
set,セットする,a group of things of the same kind that belong together and are so used
setting,セッティング,the context and environment in which something is set
settle,解決する,a long wooden bench with a back
settlement,決済,a body of people who settle far from home but maintain ties with their homeland; inhabitants remain nationals of their home state but are not literally under the home state's system of government
seven,セブン,the cardinal number that is the sum of six and one
several,いくつかの,(used with count nouns) of an indefinite number more than 2 or 3 but not many
severe,重度,intensely or extremely bad or unpleasant in degree or quality
sex,性別,activities associated with sexual intercourse
sexual,性的,of or relating to or characterized by sexuality
shade,シェード,relative darkness caused by light rays being intercepted by an opaque body
shadow,影,shade within clear boundaries
shake,シェイク,building material used as siding or roofing
shape,形状,any spatial attributes (especially as defined by outline)
share,シェア,assets belonging to or due to or contributed by an individual person or group
sharp,シャープ,a musical notation indicating one half step higher than the note named
sheet,シート,any broad thin expanse or surface
shelf,棚,a support that consists of a horizontal surface for holding objects
shell,シェル,ammunition consisting of a cylindrical metal casing containing an explosive charge and a projectile; fired from a large gun
shelter,シェルター,a structure that provides privacy and protection from danger
shift,シフト,an event in which something is displaced without rotation
shine,輝く,the quality of being bright and sending out rays of light
ship,輸送する,a vessel that carries passengers or freight
shirt,シャツ,a garment worn on the upper half of the body
shit,うんこ,obscene terms for feces
shock,ショック,the feeling of distress and disbelief that you have when something bad happens accidentally
shoe,靴,footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material
shoot,シュート,a new branch
shooting,撮影,the act of firing a projectile
shop,ショップ,a mercantile establishment for the retail sale of goods or services
shopping,ショッピング,searching for or buying goods or services
shore,岸,the land along the edge of a body of water
short,ショート,the location on a baseball field where the shortstop is stationed
shortly,まもなく,for a short time
shot,ショット,the act of firing a projectile
shoulder,ショルダー,the part of the body between the neck and the upper arm
shout,叫び,a loud utterance; often in protest or opposition
show,公演,the act of publicly exhibiting or entertaining
shower,シャワー,a plumbing fixture that sprays water over you
shrug,竦めます,a gesture involving the shoulders
shut,シャット,move so that an opening or passage is obstructed; make shut
sick,病気,people who are sick
side,側,a place within a region identified relative to a center or reference location
sigh,はぁ,an utterance made by exhaling audibly
sight,視力,an instance of visual perception
sign,符号,a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
signal,信号,any nonverbal action or gesture that encodes a message
significance,意義,the quality of being significant
significant,重要,important in effect or meaning
significantly,大幅に,in a statistically significant way
silence,沈黙,the state of being silent (as when no one is speaking)
silent,サイレント,marked by absence of sound
silver,銀,a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography
similar,同様の,marked by correspondence or resemblance
similarly,同様に,in like or similar manner; ; - Samuel Johnson
simple,シンプル,any herbaceous plant having medicinal properties
simply,単に,and nothing more
sin,罪,estrangement from god
sing,歌う,deliver by singing
singer,歌手,a person who sings
single,シングル,a base hit on which the batter stops safely at first base
sink,シンク,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe
sir,お客様,term of address for a man
sister,シスター,a female person who has the same parents as another person
sit,SIT,be seated
site,地点,the piece of land on which something is located (or is to be located)
situation,状況,the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt
six,六,the cardinal number that is the sum of five and one
size,サイズ,the physical magnitude of something (how big it is)
ski,スキー,narrow wood or metal or plastic runners used in pairs for gliding over snow
skill,スキル,an ability that has been acquired by training
skin,肌,a natural protective body covering and site of the sense of touch
sky,空,the atmosphere and outer space as viewed from the earth
slave,奴隷,a person who is owned by someone
sleep,睡眠,a natural and periodic state of rest during which consciousness of the world is suspended
slice,スライス,a share of something
slide,滑り台,a small flat rectangular piece of glass on which specimens can be mounted for microscopic study
slight,わずかな,a deliberate discourteous act (usually as an expression of anger or disapproval)
slightly,わずかに,to a small degree or extent
slip,スリップ,a socially awkward or tactless act
slow,スロー,lose velocity; move more slowly
slowly,ゆっくり,without speed (`slow' is sometimes used informally for `slowly')
small,小さい,the slender part of the back
smart,スマート,a kind of pain such as that caused by a wound or a burn or a sore
smell,香り,the sensation that results when olfactory receptors in the nose are stimulated by particular chemicals in gaseous form
smile,スマイル,a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement
smoke,煙,a cloud of fine particles suspended in a gas
smooth,滑らか,the act of smoothing
snap,スナップ,the act of catching an object with the hands
snow,雪,precipitation falling from clouds in the form of ice crystals
so,そう,the syllable naming the fifth (dominant) note of any musical scale in solmization
so-called,所謂,doubtful or suspect
soccer,サッカー,a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal
social,ソーシャル,a party of people assembled to promote sociability and communal activity
society,社会,an extended social group having a distinctive cultural and economic organization
soft,柔らかい,yielding readily to pressure or weight
software,ソフトウェア,(computer science) written programs or procedures or rules and associated documentation pertaining to the operation of a computer system and that are stored in read/write memory
soil,土,the state of being covered with unclean things
solar,太陽,relating to or derived from the sun or utilizing the energies of the sun
soldier,兵士,an enlisted man or woman who serves in an army
solid,固体,matter that is solid at room temperature and pressure
solution,解決,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution
solve,解決する,find the solution to (a problem or question) or understand the meaning of
some,いくつか,quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity
somebody,誰か,a human being
somehow,何とかして,in some unspecified way or manner; or by some unspecified means
someone,誰か,a human being
sometimes,時々,on certain occasions or in certain cases but not always
somewhat,幾分,to a small degree or extent
somewhere,何処か,an indefinite or unknown location
son,息子,a male human offspring
song,歌,a short musical composition with words
soon,やがて,in the near future
sophisticated,洗練されました,make less natural or innocent
sorry,ごめんなさい,feeling or expressing regret or sorrow or a sense of loss over something done or undone
sort,ソート,a category of things distinguished by some common characteristic or quality
soul,魂,the immaterial part of a person; the actuating cause of an individual life
sound,音,the particular auditory effect produced by a given cause
soup,スープ,liquid food especially of meat or fish or vegetable stock often containing pieces of solid food
source,ソース,"the place where something begins, where it springs into being"
south,南,the region of the United States lying to the south of the Mason-Dixon line
southern,南方の,in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line
Soviet,ソ連,an elected governmental council in a communist country (especially one that is a member of the Union of Soviet Socialist Republics)
space,スペース,the unlimited expanse in which everything is located
Spanish,スペイン語,the Romance language spoken in most of Spain and the countries colonized by Spain
speak,話す,express in speech
speaker,スピーカー,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)
special,特殊,a special offering (usually temporary and at a reduced price) that is featured in advertising
specialist,スペシャリスト,an expert who is devoted to one occupation or branch of learning
species,種,(biology) taxonomic group whose members can interbreed
specific,明確な,a fact about some part (as opposed to general)
specifically,特に,in distinction from others
speech,スピーチ,the act of delivering a formal spoken communication to an audience
speed,速度,distance travelled per unit time
spend,費やす,pass time in a specific way
spending,支出,the act of spending or disbursing money
spin,スピン,a swift whirling motion (usually of a missile)
spirit,精神,the vital principle or animating force within living things
spiritual,スピリチュアル,a kind of religious song originated by Blacks in the southern United States
split,スプリット,extending the legs at right angles to the trunk (one in front and the other in back)
spokesman,スポークスマン,a male spokesperson
sport,スポーツ,an active diversion requiring physical exertion and competition
spot,スポット,a point located with respect to surface features of some region
spread,拡大,process or result of distributing or extending over a wide expanse of space
spring,春,the season of growth
square,平方,(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon
squeeze,絞ります,the act of gripping and pressing firmly
stability,安定,the quality or attribute of being firm and steadfast
stable,安定しました,a farm building for housing horses or other livestock
staff,スタッフ,personnel who assist their superior in carrying out an assigned task
stage,ステージ,any distinct time period in a sequence of events
stair,階段,support consisting of a place to rest the foot while ascending or descending a stairway
stake,杭,(law) a right or legal share of something; a financial involvement with something
stand,スタンド,a support or foundation
standard,標準,a basis for comparison; a reference point against which other things can be evaluated
standing,常任,social or financial or professional status or reputation
star,星,(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior
stare,見詰める,a fixed look with eyes open wide
start,開始,the beginning of anything
state,状態,the territory occupied by one of the constituent administrative districts of a nation
statement,ステートメント,a message that is stated or declared; a communication (oral or written) setting forth particulars or facts etc
station,駅,a facility equipped with special equipment and personnel for a particular purpose
statistics,統計,a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters
status,状態,the relative position or standing of things or especially persons in a society
stay,滞在,continuing or remaining in a place or state
steady,安定しました,a person loved by another person
steal,スチール,an advantageous purchase
steel,鋼,an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range
step,ステップ,any maneuver made as part of progress toward a goal
stick,スティック,an implement consisting of a length of wood
still,やはり,a static photograph (especially one taken from a movie and used for advertising purposes)
stir,攪拌,a prominent or sensational but short-lived news event
stock,株式,the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity)
stomach,胃,an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion
stone,結石,a lump or mass of hard consolidated mineral matter
stop,やめる,the event of something ending
storage,ストレージ,the act of storing something
store,お店,a mercantile establishment for the retail sale of goods or services
storm,嵐,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning
story,物語,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program
straight,まっすぐ,a heterosexual person; someone having a sexual orientation to persons of the opposite sex
strange,奇妙,being definitely out of the ordinary and unexpected; slightly odd or even a bit weird
stranger,ストレンジャー,anyone who does not belong in the environment in which they are found
strategic,戦略的,relating to or concerned with strategy
strategy,戦略,an elaborate and systematic plan of action
stream,ストリーム,a natural body of running water flowing on or under the earth
street,通り,a thoroughfare (usually including sidewalks) that is lined with buildings
strength,力,the property of being physically or mentally strong
strengthen,強化する,make strong or stronger
stress,ストレス,the relative prominence of a syllable or musical note (especially with regard to stress or pitch)
stretch,ストレッチ,a large and unbroken expanse or distance
strike,攻撃,a group's refusal to work in protest against low pay or bad work conditions
string,ストリング,a lightweight cord
strip,ストリップ,a relatively long narrow piece of something
stroke,脳卒中,(sports) the act of swinging or striking at a ball with a club or racket or bat or cue or hand
strong,強い,having strength or power greater than average or expected
strongly,強く,with strength or in a strong manner
structure,構造,a thing constructed; a complex entity constructed of many parts
struggle,闘い,an energetic attempt to achieve something
student,学生,a learner who is enrolled in an educational institution
studio,スタジオ,workplace for the teaching or practice of an art
study,調査,a detailed critical inspection
stuff,スタッフ,the tangible substance that goes into the makeup of a physical object
stupid,愚か,a person who is not very bright
style,スタイル,how something is done or how it happens
subject,主題,the subject matter of a conversation or discussion
submit,参加する,refer for judgment or consideration
subsequent,後の,following in time or order
substance,物質,the real physical matter of which a person or thing consists
substantial,実質的,fairly large
succeed,成功します,attain success or reach a desired goal
success,成功,an event that accomplishes its intended purpose
successful,成功しました,having succeeded or being marked by a favorable outcome
successfully,うまく,with success; in a successful manner
such,そのような,of so extreme a degree or extent
sudden,突然,happening without warning or in a short space of time
suddenly,突然,happening unexpectedly
sue,訴える,French writer whose novels described the sordid side of city life (1804-1857)
suffer,苦しみます,undergo or be subjected to
sufficient,十分,of a quantity that can fulfill a need or requirement but without being abundant
sugar,シュガー,a white crystalline carbohydrate used as a sweetener and preservative
suggest,提案します,"make a proposal, declare a plan for something"
suggestion,提案,an idea that is suggested
suicide,自殺,the act of killing yourself
suit,スーツ,a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color
summer,夏,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox
summit,サミット,the highest level or degree attainable; the highest stage of development
sun,太陽,the star that is the source of light and heat for the planets in the solar system
super,素晴らしい,a caretaker for an apartment house; represents the owner as janitor and rent collector
supply,サプライ,an amount of something available for use
support,サポート,the activity of providing for or maintaining by supplying with money or necessities
supporter,支援者,a person who backs a politician or a team etc.
suppose,思います,express a supposition
supposed,なっ,express a supposition
Supreme,最高,final or last in your life or progress
sure,承知しました,having or feeling no doubt or uncertainty; confident and assured
surely,確かに,definitely or positively (`sure' is sometimes used informally for `surely')
surface,表面,the outer boundary of an artifact or a material layer constituting or resembling such a boundary
surgery,手術,the branch of medical science that treats disease or injury by operative procedures
surprise,驚き,the astonishment you feel when something totally unexpected happens to you
surprised,驚きました,cause to be surprised
surprising,驚くべき,cause to be surprised
surprisingly,意外と,in a surprising manner
surround,囲む,the area in which something exists or lives
survey,調査,a detailed critical inspection
survival,生存,a state of surviving; remaining alive
survive,生き残ります,continue to live through hardship or adversity
survivor,生存者,one who lives through affliction
suspect,容疑者,someone who is under suspicion
sustain,サスティーン,lengthen or extend in duration or space
swear,誓う,utter obscenities or profanities
sweep,掃く,a wide scope
sweet,甘い,English phonetician; one of the founders of modern phonetics (1845-1912)
swim,泳ぐ,the act of swimming; :
swing,スイング,a state of steady vigorous action that is characteristic of an activity
switch,スイッチ,control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit
symbol,シンボル,an arbitrary sign (written or printed) that has acquired a conventional significance
symptom,症状,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease
system,システム,instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity
table,テーブル,a set of data arranged in rows and columns
tablespoon,テーブルスプーン,as much as a tablespoon will hold
tactic,タクティック,a plan for attaining a particular goal
tail,尾,the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body
take,取る,the income or profit arising from such transactions as the sale of land or other property
tale,物語,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program
talent,才能,natural abilities or qualities
talk,トーク,an exchange of ideas via conversation
tall,背が高いです,a garment size for a tall person
tank,タンク,an enclosed armored military vehicle; has a cannon and moves on caterpillar treads
tap,タップ,the sound made by a gentle blow
tape,テープ,a long thin piece of cloth or paper as used for binding or fastening
target,目標,a reference point to shoot at
task,仕事,any piece of work that is undertaken or attempted
taste,味,the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus
tax,税金,charge against a citizen's person or property or activity for the support of government
taxpayer,納税者,someone who pays taxes
tea,お茶,a beverage made by steeping tea leaves in water
teach,教える,an English pirate who operated in the Caribbean and off the Atlantic coast of North America (died in 1718)
teacher,先生,a person whose occupation is teaching
teaching,教育,the profession of a teacher
team,チーム,a cooperative unit (especially in sports)
tear,涙,a drop of the clear salty saline solution secreted by the lacrimal glands
teaspoon,ティースプーン,as much as a teaspoon will hold
technical,テクニカル,a pickup truck with a gun mounted on it
technique,技術,a practical method or art applied to some particular task
technology,技術,the practical application of science to commerce or industry
teen,ティーン,a juvenile between the onset of puberty and maturity
teenager,ティーンエイジャー,a juvenile between the onset of puberty and maturity
telephone,電話,electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds
telescope,望遠鏡,a magnifier of images of distant objects
television,テレビ,broadcasting visual images of stationary or moving objects; ;  - Ernie Kovacs
tell,伝えます,a Swiss patriot who lived in the early 14th century and who was renowned for his skill as an archer; according to legend an Austrian governor compelled him to shoot an apple from his son's head with his crossbow (which he did successfully without mishap)
temperature,温度,the degree of hotness or coldness of a body or environment (corresponding to its molecular activity)
temporary,一時的,a worker (especially in an office) hired on a temporary basis
ten,十,the cardinal number that is the sum of nine and one; the base of the decimal system
tend,傾向があります,have a tendency or disposition to do or be something; be inclined
tendency,傾向,an attitude of mind especially one that favors one alternative over others
tennis,テニス,a game played with rackets by two or four players who hit a ball back and forth over a net that divides the court
tension,テンション,(psychology) a state of mental or emotional strain or suspense
tent,テント,a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs)
term,期間,a word or expression used for some particular thing
terms,条項,status with respect to the relations between people or groups
terrible,ひどいです,causing fear or dread or terror
territory,地域,a region marked off for administrative or other purposes
terror,テロ,an overwhelming feeling of fear and anxiety
terrorism,テロ,the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear
terrorist,テロリスト,a radical who employs terror as a political weapon; usually organizes with other terrorists in small cells; often uses religion as a cover for terrorist activities
test,テスト,trying something to find out about it
testify,証言します,give testimony in a court of law
testimony,証言,a solemn statement made under oath
testing,テスティング,the act of subjecting to experimental test in order to determine how well something works
text,テキスト,the words of something written
thank,感謝,express gratitude or show appreciation to
thanks,感謝,an acknowledgment of appreciation
theater,劇場,a building where theatrical performances or motion-picture shows can be presented
theme,テーマ,the subject matter of a conversation or discussion
then,それから,that time; that moment
theory,理論,a well-substantiated explanation of some aspect of the natural world; an organized system of accepted knowledge that applies in a variety of circumstances to explain a specific set of phenomena
therapy,治療,(medicine) the act of caring for someone (as by medication or remedial training etc.)
there,そこ,a location other than here; that place
therefore,故に,(used to introduce a logical conclusion) from that fact or reason or as a result
thick,厚い,the location of something surrounded by other things
thin,薄い,lose thickness; become thin or thinner
thing,事,a special situation
think,考えます,an instance of deliberate thinking
thinking,考え,the process of using your mind to consider something carefully
third,三番,one of three equal parts of a divisible whole
thirty,30,the cardinal number that is the product of ten and three
though,にもかかわらず,(postpositive) however
thought,思想,the content of cognition; the main thing you are thinking about
thousand,千,the cardinal number that is the product of 10 and 100
threat,脅威,something that is a source of danger
threaten,脅かす,pose a threat to; present a danger to
three,三,the cardinal number that is the sum of one and one and one
throat,喉,the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone
through,使って,having finished or arrived at completion
throughout,ずっと,from first to last
throw,スロー,the act of throwing (propelling something with a rapid movement of the arm and wrist)
thus,こうして,an aromatic gum resin obtained from various Arabian or East African trees; formerly valued for worship and for embalming and fumigation
ticket,チケット,a commercial document showing that the holder is entitled to something (as to ride on public transportation or to enter a public entertainment)
tie,ネクタイ,neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front
tight,タイト,closely constrained or constricted or constricting
time,時間,an instance or single occasion for some event
tiny,小さな,very small
tip,ヒント,the extreme end of something; especially something pointed
tire,タイヤ,hoop that covers a wheel
tired,疲れました,lose interest or become bored with something or somebody
tissue,組織,part of an organism consisting of an aggregate of cells having a similar structure and function
title,題名,a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with
tobacco,タバコ,leaves of the tobacco plant dried and prepared for smoking or ingestion
today,今日,the present time or age
toe,足の指,one of the digits of the foot
together,一緒,mentally and emotionally stable
tomato,トマト,mildly acid red or yellow pulpy fruit eaten as a vegetable
tomorrow,明日,the day after today
tone,トーン,the quality of a person's voice
tongue,舌,a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity
tonight,今晩,the present or immediately coming night
too,余りに,to a degree exceeding normal or proper limits
tool,ツール,an implement used in the practice of a vocation
tooth,歯,hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense
top,上,the upper part of anything
topic,トピック,the subject matter of a conversation or discussion
toss,投げ捨てる,the act of flipping a coin
total,トータル,the whole amount
totally,全く,to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly')
touch,接する,the event of something coming in contact with the body
tough,タフ,someone who learned to fight in the streets rather than being formally trained in the sport of boxing
tour,旅行,a journey or route all the way around a particular place or area
tourist,ツーリスト,someone who travels for pleasure
tournament,トーナメント,a sporting competition in which contestants play a series of games to decide the winner
tower,タワー,a structure taller than its diameter; can stand alone or be attached to a larger building
town,町,an urban area with a fixed boundary that is smaller than a city
toy,おもちゃ,an artifact designed to be played with
trace,痕跡,a just detectable amount
track,追跡,a line or route along which something travels or moves
trade,トレード,the commercial exchange (buying and selling on domestic or international markets) of goods and services
tradition,伝統,an inherited pattern of thought or action
traditional,伝統的な,consisting of or derived from tradition
traffic,トラフィック,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time
tragedy,悲劇,an event resulting in great loss and misfortune
trail,トレイル,a track or mark left by something that has passed
train,列車,public transport provided by a line of railway cars coupled together and drawn by a locomotive
training,トレーニング,activity leading to skilled behavior
transfer,転送,the act of moving something from one location to another
transform,変換,subject to a mathematical transformation
transformation,変換,a qualitative change
transition,遷移,the act of passing from one state or place to the next
translate,訳します,restate (words) from one language into another language
transportation,交通,a facility consisting of the means and equipment necessary for the movement of passengers or goods
travel,トラベル,the act of going from one place to another
treat,御馳走,something considered choice to eat
treatment,処理,care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)
treaty,条約,a written agreement between two states or sovereigns
tree,木,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms
tremendous,凄まじいです,extraordinarily large in size or extent or amount or power or degree; ; ; ; - Walter Lippman
trend,傾向,a general direction in which something tends to move
trial,トライアル,the act of testing something
tribe,部族,a social division of (usually preliterate) people
trick,騙す,a cunning or deceitful action or device
trip,旅行,a journey for some purpose (usually including the return)
troop,部隊,a group of soldiers
trouble,トラブル,a source of difficulty
truck,トラック,an automotive vehicle suitable for hauling
TRUE,TRUE,proper alignment; the property possessed by something that is in correct or proper alignment
truly,真に,in accordance with truth or fact or reality
trust,信頼,something (as property) held by one party (the trustee) for the benefit of another (the beneficiary)
truth,真実,a fact that has been verified
try,試します,earnest and conscientious activity intended to do or accomplish something
tube,チューブ,conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases
tunnel,トンネル,"a passageway through or under something, usually underground (especially one for trains or cars)"
turn,順番,a circular segment of a curve
TV,テレビ,broadcasting visual images of stationary or moving objects; ;  - Ernie Kovacs
twelve,12,the cardinal number that is the sum of eleven and one
twenty,二十,the cardinal number that is the sum of nineteen and one
twice,二回,two times
twin,ツイン,either of two offspring born at the same time from the same pregnancy
two,二,the cardinal number that is the sum of one and one or a numeral representing this number
type,タイプ,a subdivision of a particular kind of thing
typical,典型的な,exhibiting the qualities or characteristics that identify a group or kind or category
typically,一般的に,in a typical manner
ugly,醜い,displeasing to the senses
ultimate,究極,the finest or most superior quality of its kind
ultimately,最終的には,as the end result of a succession or process
unable,できません,(usually followed by `to') not having the necessary means or skill or know-how
uncle,おじさん,the brother of your father or mother; the husband of your aunt
under,下,located below or beneath something else
undergo,経験します,pass through
understand,理解する,know and comprehend the nature or meaning of
understanding,理解,the cognitive condition of someone who understands
unfortunately,不運にも,by bad luck
uniform,ユニフォーム,clothing of distinctive design worn by members of a particular group as a means of identification
union,連合,an organization of employees formed to bargain with the employer
unique,ユニーク,radically distinctive and without equal
unit,単位,any division of quantity accepted as a standard of measurement or exchange
United,ユナイテッド,act in concert or unite in a common purpose or belief
universal,ユニバーサル,(linguistics) a grammatical rule (or other linguistic feature) that is found in all languages
universe,宇宙,everything that exists anywhere
university,大学,the body of faculty and students at a university
unknown,わからない,an unknown and unexplored region
unlike,異なり、,marked by dissimilarity
unlikely,そう,not likely to be true or to occur or to have occurred
unusual,珍しいです,not usual or common or ordinary
up,アップ,raise
upper,アッパー,the higher of two berths
urban,都市,relating to or concerned with a city or densely populated area
urge,衝動,an instinctive motive
us,我ら,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
use,使用する,the act of using
used,中古,put into service; make work or employ for a particular purpose or for its inherent or natural purpose
useful,有用,being of use or service
user,ユーザー,a person who makes use of a thing; someone who uses or employs something
usual,一般,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure
usually,通常,under normal conditions
utility,ユーティリティ,a company that performs a public service; subject to government regulation
vacation,休暇,leisure time away from work devoted to rest or pleasure
valley,谷,a long depression in the surface of the land that usually contains a river
valuable,貴重,something of value
value,値,a numerical quantity measured or assigned or computed
variable,変数,something that is likely to vary; something that is subject to variation
variation,変化,an instance of change; the rate or magnitude of change
variety,多様,a collection containing a variety of sorts of things
various,諸,of many different kinds purposefully arranged but lacking any uniformity
vary,変わります,"become different in some particular way, without permanently losing one's or its former characteristics or essence"
vast,莫大,unusually great in size or amount or degree or especially extent or scope; ; ; ; ; ; ; ; ; - W.R.Inge
vegetable,野菜,edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant
vehicle,車両,a conveyance that transports people or objects
venture,ベンチャー,any venturesome undertaking especially one with an uncertain outcome
version,バージョン,an interpretation of a matter from a particular viewpoint
very,非常に,precisely as stated
vessel,容器,a tube in which a body fluid circulates
veteran,ベテラン,a serviceman who has seen considerable active service
victim,犠牲者,an unfortunate person who suffers from some adverse circumstance
victory,勝利,a successful ending of a struggle or contest
video,ビデオ,the visible part of a television transmission
view,見る,a way of regarding situations or topics etc.
viewer,ビューア,a close observer; someone who looks at something (such as an exhibition of some kind)
village,村,a community of people smaller than a town
violate,犯します,fail to agree with; be in violation of; as of rules or patterns
violation,違反,a crime less serious than a felony
violence,暴力,an act of aggression (as one against a person who resists)
violent,激しいです,acting with or marked by or resulting from great force or energy or emotional intensity
virtually,実際に,in essence or effect but not in fact
virtue,美徳,the quality of doing what is right and avoiding what is wrong
virus,ウイルス,(virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein
visible,目に見えます,capable of being seen; or open to easy view
vision,ビジョン,a vivid mental image
visit,訪問,the act of going to see some person or place or thing for a short time
visitor,ビジター,someone who visits
visual,ビジュアル,relating to or using sight
vital,肝要,urgently needed; absolutely necessary
voice,ボイス,the distinctive quality or pitch or condition of a person's speech
volume,ボリューム,the amount of 3-dimensional space occupied by an object
volunteer,ボランティア,(military) a person who freely enlists for service
vote,投票,a choice that is made by counting the number of people in favor of each alternative
voter,有権者,a citizen who has a legal right to vote
vs,対,a unit of potential equal to the potential difference between two points on a conductor carrying a current of 1 ampere when the power dissipated between the two points is 1 watt; equivalent to the potential difference across a resistance of 1 ohm when 1 ampere of current flows through it
vulnerable,脆弱,susceptible to attack
wage,工賃,something that remunerates
wait,待つ,time during which some action is awaited
wake,ウェイク,the consequences of an event (especially a catastrophic event)
walk,歩く,the act of traveling by foot
wall,壁,an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure
wander,ワンダ,"move about aimlessly or without any destination, often in search of food or employment"
want,欲しいです,a state of extreme poverty
war,戦争,the waging of armed conflict against an enemy
warm,暖かいです,get warm or warmer
warn,警告します,"notify of danger, potential harm, or risk"
warning,警告,a message informing of danger
