英単語,日本語意味,英語意味
rug,ラグ,floor covering consisting of a piece of thick heavy fabric (usually with nap or pile)
ruinous,破滅的な,extremely harmful; bringing physical or financial ruin
rule,ルール,a principle or condition that customarily governs behavior
rural,農村,living in or characteristic of farming or country life
rusty,さびました,covered with or consisting of rust
sack,袋,a bag made of paper or plastic for holding customer's purchases
safeguard,安全対策,a precautionary measure warding off impending danger or damage or injury etc.
sag,たるみ,a shape that sags
sage,セージ,a mentor in spiritual and philosophical topics who is renowned for profound wisdom
sail,帆,a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel
salary,給料,something that remunerates
salesmanship,セールスマン,skill in selling; skill in persuading people to buy
salesperson,店員,a person employed to represent a business and to sell its merchandise (as to customers in a store or to customers who are visited)
saleswoman,販売員,a woman salesperson
salon,サロン,gallery where works of art can be displayed
salsa,サルサ,spicy sauce of tomatoes and onions and chili peppers to accompany Mexican foods
salty,辛味,engagingly stimulating or provocative
sandstone,砂岩,a sedimentary rock consisting of sand consolidated with some cement (clay or quartz etc.)
sanitary,サニタリー,free from filth and pathogens
sanitation,衛生,the state of being clean and conducive to health
satisfactory,満足のいきます,giving satisfaction
saving,節約,an act of economizing; reduction in cost
saw,鋸,a condensed but memorable saying embodying some important fact of experience that is taken as true by many people
say,いう,the chance to speak
scan,スキャン,the act of scanning; systematic examination of a prescribed region
scandal,スキャンダル,disgraceful gossip about the private lives of other people
scar,傷跡,a mark left (usually on the skin) by the healing of injured tissue
scarcely,ほとんどありません,only a very short time before; ; ; ; ; - W.B.Yeats
scarlet,スカーレット,a variable color that is vivid red but sometimes with an orange tinge
scent,香り,a distinctive odor that is pleasant
schedule,スケジュール,a temporally organized plan for matters to be attended to
scheduled,予定の,plan for an activity or event
scheme,スキーム,an elaborate and systematic plan of action
scholasticism,スコラ,the system of philosophy dominant in medieval Europe; based on Aristotle and the Church Fathers
schoolgirl,女学生,a girl attending school
scientifically,科学的に,with respect to science; in a scientific way
scooter,スクーター,a motorboat resembling a motor scooter
scramble,スクランブル,an unceremonious and disorganized struggle
scratch,スクラッチ,an abraded area where the skin is torn or worn off
screen,画面,a white or silvered surface where pictures can be projected for viewing
screw,スクリュー,someone who guards prisoners
scribble,落書き,poor handwriting
scrooge,スクルージ,a selfish person who is unwilling to give or spend
scuba,スキューバ,a device (trade name Aqua-Lung) that lets divers breathe under water; scuba is an acronym for self-contained underwater breathing apparatus
scythe,剴,an edge tool for cutting grass; has a long handle that must be held with both hands and a curved blade that moves parallel to the ground
seal,密閉する,fastener consisting of a resinous composition that is plastic when warm; used for sealing documents and parcels and letters
seasonal,季節的,a worker who finds employment only in certain seasons
secondary,二次,the defensive football players who line up behind the linemen
secondly,第二に,in the second place
sector,セクタ,a plane figure bounded by two radii and the included arc of a circle
seesaw,シーソー,a plaything consisting of a board balanced on a fulcrum; the board is ridden up and down by children at either end
segment,セグメント,one of several parts or pieces that fit with others to constitute a whole object
seldom,滅多,not often
select,選択する,"pick out, select, or choose from a number of alternatives"
self-confidence,自信,freedom from doubt; belief in yourself and your abilities
self-confident,自信,showing poise and confidence in your own worth
selfless,無私,showing unselfish concern for the welfare of others
seller,売り手,someone who promotes or exchanges goods or services for money
semicolon,セミコロン,a punctuation mark (`;') used to connect independent clauses; indicates a closer relation than does a period
seminar,セミナー,any meeting for an exchange of ideas
senator,上院議員,a member of a senate
sense,感覚,a general conscious awareness
sensible,賢明,showing reason or sound judgment
sensitive,敏感,someone who serves as an intermediary between the living and the dead
sentence,文,a string of words satisfying the grammatical rules of a language
separate,分ける,a separately printed article that originally appeared in a larger publication
separately,別々に,apart from others
serene,静か,not agitated; without losing self-possession
serial,シリアル,a serialized set of programs
servant,サーバント,a person working in the service of another (especially in the household)
setback,挫折,an unfortunate happening that hinders or impedes; something that is thwarting or frustrating
sexism,女性差別,discriminatory or abusive behavior towards members of the opposite sex
sexual,性的,of or relating to or characterized by sexuality
sexy,セクシー,marked by or tending to arouse sexual desire or interest
shabby,ぼろぼろの,showing signs of wear and tear
shaken,振とう,move or cause to move back and forth
Shakespearean,シェイクスピア,a Shakespearean scholar
shaky,ぐらつきます,inclined to shake as from weakness or defect
sharp,シャープ,a musical notation indicating one half step higher than the note named
sharply,鋭く,in an aggressive manner
shatter,粉々,break into many pieces
shed,小屋,an outbuilding with a single story; used for shelter or storage
shell,シェル,ammunition consisting of a cylindrical metal casing containing an explosive charge and a projectile; fired from a large gun
shield,シールド,a protective covering or structure
shift,シフト,an event in which something is displaced without rotation
shipping,運送,the commercial enterprise of moving goods and materials
shipwreck,難破船,a wrecked ship (or a part of one)
shock,ショック,the feeling of distress and disbelief that you have when something bad happens accidentally
shooting,撮影,the act of firing a projectile
shopkeeper,店主,a merchant who owns or manages a shop
shoplift,商品盗難,steal in a store
shoplifter,万引,a thief who steals goods that are in a store
shoplifting,万引,the act of stealing goods that are on display in a store
shortness,不足,the property of being of short spatial extent
short-term,短期,relating to or extending over a limited period
showcase,ショーケース,a setting in which something can be displayed to best effect
shower,シャワー,a plumbing fixture that sprays water over you
shrink,シュリンク,a physician who specializes in psychiatry
shrug,竦めます,a gesture involving the shoulders
sigh,はぁ,an utterance made by exhaling audibly
significantly,大幅に,in a statistically significant way
signify,意味します,denote or connote
silverware,銀食器,tableware made of silver or silver plate or pewter or stainless steel
simplification,簡素化,an explanation that omits superfluous details and reduces complexity
simultaneous,同時,occurring or operating at the same time
sincere,誠実,open and genuine; not deceitful
sincerity,誠意,an earnest and sincere feeling
sister-in-law,義理の姉妹,the sister of your spouse
skateboard,スケートボード,a board with wheels that is ridden in a standing or crouching position and propelled by foot
skateboarder,スケートボーダー,someone who skates on a skateboard
sketch,スケッチ,preliminary drawing for later elaboration
skilled,習熟,having or showing or requiring special skill
skillful,達者,having or showing knowledge and skill and aptitude
skillfully,上手に,with skill
skim,スキム,a thin layer covering the surface of a liquid
skip,スキップ,a gait in which steps and hops alternate
skylark,雲雀,brown-speckled European lark noted for singing while hovering at a great height
skyward,空に向かって,directed toward heaven or the sky
slam,酷評,winning all or all but one of the tricks in bridge
slang,スラング,informal language consisting of words and expressions that are not considered appropriate for formal occasions; often vituperative or vulgar
slap,平手打ち,a blow from a flat object (as an open hand)
slash,スラッシュ,a wound made by cutting
slaughter,虐殺,the killing of animals (as for food)
slice,スライス,a share of something
slide,滑り台,a small flat rectangular piece of glass on which specimens can be mounted for microscopic study
slight,わずかな,a deliberate discourteous act (usually as an expression of anger or disapproval)
sliver,スライバー,a small thin sharp bit or wood or glass or metal
sloppy,だらしありません,lacking neatness or order
smash,スマッシュ,a vigorous blow
smokestack,煙突,a large tall chimney through which combustion gases and smoke can be evacuated
snap,スナップ,the act of catching an object with the hands
sneak,スニーク,a person who is regarded as underhanded and furtive and contemptible
sneer,嘲笑,a facial expression of contempt or scorn; the upper lip curls
sneeze,くしゃみ,a symptom consisting of the involuntary expulsion of air from the nose
sniff,嗅ぎます,sensing an odor by inhaling through the nose
snore,いびき,the rattling noise produced when snoring
snowball,雪の玉,plant having heads of fragrant white trumpet-shaped flowers; grows in sandy arid regions
soak,浸します,the process of becoming softened and saturated as a consequence of being immersed in water (or other liquid)
soaked,浸し,submerge in a liquid
soaking,浸漬,the process of becoming softened and saturated as a consequence of being immersed in water (or other liquid)
soar,舞い上がります,the act of rising upward into the air
sob,すすり泣きます,a dyspneic condition
so-called,所謂,doubtful or suspect
sociable,社交的,a party of people assembled to promote sociability and communal activity
socialize,社交,take part in social activities; interact with others
softness,軟性,the property of giving little resistance to pressure and being easily cut or molded
soil,土,the state of being covered with unclean things
solar,太陽,relating to or derived from the sun or utilizing the energies of the sun
solidity,硬度,the consistency of a solid
soliloquy,独り言,speech you make to yourself
solo,ソロ,any activity that is performed alone without assistance
solvent,溶媒,a liquid substance capable of dissolving other substances
somewhat,幾分,to a small degree or extent
son-in-law,義理の息子,the husband of your daughter
sonnet,ソネット,a verse form consisting of 14 lines with a fixed rhyme scheme
sophisticated,洗練されました,make less natural or innocent
sort,ソート,a category of things distinguished by some common characteristic or quality
sound,音,the particular auditory effect produced by a given cause
soundtrack,サウンドトラック,sound recording on a narrow strip of a motion picture film
southward,南方,the cardinal compass point that is at 180 degrees
Soviet,ソ連,an elected governmental council in a communist country (especially one that is a member of the Union of Soviet Socialist Republics)
soybean,大豆,a source of oil; used for forage and soil improvement and as food
spa,スパ,a health resort near a spring or at the seaside
span,スパン,the complete duration of something
spare,予備の,an extra component of a machine or other apparatus
sparerib,スペアリブ,a cut of pork ribs with much of the meat trimmed off
spark,スパーク,a momentary flash of light
sparkling,スパークリング,a rapid change in brightness; a brief spark or flash
sparrow,雀,any of several small dull-colored singing birds feeding on seeds or insects
specialty,専門,an asset of special worth or utility
species,種,(biology) taxonomic group whose members can interbreed
specifically,特に,in distinction from others
specify,特定します,specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement
spectacle,光景,something or someone seen (especially a notable or unusual sight)
speeder,スピーダー,a driver who exceeds the safe speed limit
spellbound,うっとり,"to render motionless, as with a fixed stare or by arousing terror or awe"
spin,スピン,a swift whirling motion (usually of a missile)
spite,悪意,feeling a need to see others suffer
splash,スプラッシュ,the sound like water splashing
splatter,スプラッタ,the noise of something spattering or sputtering explosively
split,スプリット,extending the legs at right angles to the trunk (one in front and the other in back)
spokesman,スポークスマン,a male spokesperson
spokeswoman,広報担当,a female spokesperson
sponsor,スポンサー,someone who supports or champions something
spot,スポット,a point located with respect to surface features of some region
spray,噴射,a pesticide in suspension or solution; intended for spraying
spread,拡大,process or result of distributing or extending over a wide expanse of space
spreadsheet,スプレッドシート,a screen-oriented interactive program enabling a user to lay out financial data on the screen
sprint,スプリント,a quick run
spur,拍車,a verbalization that encourages you to attempt something
squad,分隊,a smallest army unit
squash,押しつぶす,any of numerous annual trailing plants of the genus Cucurbita grown for their fleshy edible fruits
squeeze,絞ります,the act of gripping and pressing firmly
stab,刺す,a sudden sharp feeling
stability,安定,the quality or attribute of being firm and steadfast
stack,スタック,an orderly pile
stagger,よろめき,an unsteady uneven gait
stain,染色,a soiled or discolored appearance
stake,杭,(law) a right or legal share of something; a financial involvement with something
stammer,吃り,a speech disorder involving hesitations and involuntary repetitions of certain sounds
stamp,切手,the distinctive form in which a thing is made
standard,標準,a basis for comparison; a reference point against which other things can be evaluated
standby,待機する,something that can be relied on when needed
standstill,停止,a situation in which no progress can be made or no advancement is possible
stanza,スタンザ,a fixed number of lines of verse forming a unit of a poem
startle,驚愕,a sudden involuntary movement
starvation,飢え,a state of extreme hunger resulting from lack of essential nutrients over a prolonged period
starve,飢えます,be hungry; go without food
starving,飢え,the act of depriving of food or subjecting to famine
state,状態,the territory occupied by one of the constituent administrative districts of a nation
statesman,政治家,a man who is a respected leader in national or international affairs
statewide,州全体,occurring or extending throughout a state
statistics,統計,a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters
steely,スティーリー,resembling steel as in hardness
steer,ステア,an indication of potential opportunity
stepfather,継父,the husband of your mother by a subsequent marriage
stepmother,継母,the wife of your father by a subsequent marriage
stereotype,固定観念,a conventional or formulaic conception or image
stern,厳しいです,the rear part of a ship
stew,シチュー,agitation resulting from active worry
stick,スティック,an implement consisting of a length of wood
stiff,硬いです,an ordinary man
stimulant,刺激,any stimulating information or event; acts to arouse action
stimulate,刺激します,act as a stimulant
stimulation,刺激,the act of arousing an organism to action
stingy,けちな,unwilling to spend
stink,悪臭,a distinctive odor that is offensively unpleasant
stitch,ステッチ,"a link or loop or knot made by an implement in knitting, crocheting, embroidery, or sewing"
stock,株式,the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity)
stockpile,在庫,something kept back or saved for future use or a special purpose
stonework,石造り,masonry done with stone
stool,スツール,a simple seat without a back or arms
stopover,途中下車,a stopping place on a journey
stopwatch,ストップウォッチ,a timepiece that can be started or stopped for exact timing (as of a race)
store,お店,a mercantile establishment for the retail sale of goods or services
straighten,まっすぐ,straighten up or out; make straight
straightforward,直截,free from ambiguity
strain,歪み,(physics) deformation of a physical body under the action of applied forces
strait,海峡,a narrow channel of the sea joining two larger bodies of water
strand,ストランド,a pattern forming a unity within a larger structural whole
strangle,ストラングル,kill by squeezing the throat of so as to cut off the air
stress,ストレス,the relative prominence of a syllable or musical note (especially with regard to stress or pitch)
strictly,厳密に,restricted to something
stride,ストライド,a step in walking or running
striking,目立ちます,the physical coming together of two or more things
strip,ストリップ,a relatively long narrow piece of something
strive,努力,attempt by employing effort
stroke,脳卒中,(sports) the act of swinging or striking at a ball with a club or racket or bat or cue or hand
struggle,闘い,an energetic attempt to achieve something
stubbornly,頑固に,in a stubborn unregenerate manner
stuff,スタッフ,the tangible substance that goes into the makeup of a physical object
stylist,スタイリスト,an artist who is a master of a particular style
subcontinent,亜大陸,a large and distinctive landmass (as India or Greenland) that is a distinct part of some continent
subculture,サブカルチャー,a social group within a national culture that has distinctive patterns of behavior and beliefs
subdivision,細別,an area composed of subdivided lots
subjunctive,仮定法の,a mood that represents an act or state (not as a fact but) as contingent or possible
submit,参加する,refer for judgment or consideration
subside,治まります,wear off or die down
substance,物質,the real physical matter of which a person or thing consists
substitute,代替,a person or thing that takes or can take the place of another
subtitle,字幕,translation of foreign dialogue of a movie or TV program; usually displayed at the bottom of the screen
subtle,微妙,difficult to detect or grasp by the mind or analyze
subtract,引きます,make a subtraction
suburb,郊外,a residential district located on the outskirts of a city
successive,相次ぎます,in regular succession without gaps
suck,吸います,the act of sucking
sue,訴える,French writer whose novels described the sordid side of city life (1804-1857)
suffering,苦しみ,a state of acute pain
sufficiently,十分に,to a sufficient degree
suitably,適当に,in an appropriate manner
sulfur,硫黄,an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions)
sunbeam,サンビーム,a ray of sunlight
superb,見事,of surpassing excellence
superintendent,監督,a person who directs and manages an organization
supernatural,超自然の,supernatural forces and events and beings collectively
supervise,監督します,watch and direct
supervision,監督,management by overseeing the performance or operation of a person or group
supervisor,監督,one who supervises or has charge and direction of
supplement,補足,textual matter that is added onto a publication; usually at the end
supplier,サプライヤー,someone whose business is to supply a particular service or commodity
supply,サプライ,an amount of something available for use
suppress,抑制,to put down by force or authority
surge,サージ,a sudden forceful flow
surrender,降伏,acceptance of despair
surroundings,周囲,the environmental condition
surveillance,監視,close observation of a person or group (usually by the police)
suspect,容疑者,someone who is under suspicion
suspend,サスペンド,hang freely
suspicious,疑わしい,openly distrustful and unwilling to confide
suspiciously,疑い深く,with suspicion
sustain,サスティーン,lengthen or extend in duration or space
swan,白鳥,stately heavy-bodied aquatic bird with very long neck and usually white plumage as adult
sweep,掃く,a wide scope
swift,迅速,United States meat-packer who began the use of refrigerated railroad cars (1839-1903)
swing,スイング,a state of steady vigorous action that is characteristic of an activity
syllable,音節,a unit of spoken language larger than a phoneme
symbolic,シンボリック,relating to or using or proceeding by means of symbols
sympathetic,同情的な,of or relating to the sympathetic nervous system
sympathize,同情します,share the feelings of; understand the sentiments of
synonym,シノニム,two words that can be interchanged in a context are said to be synonymous relative to that context
tablecloth,テーブルクロス,a covering spread over a dining table
tabloid,タブロイド,sensationalist journalism
tack,タック,the heading or position of a vessel relative to the trim of its sails
tackle,タックル,the person who plays that position on a football team
tactile,触感の,of or relating to or proceeding from the sense of touch
tag,鬼ごっこ,"a label written or printed on paper, cardboard, or plastic that is attached to something to indicate its owner, nature, price, etc."
tail,尾,the posterior part of the body of a vertebrate especially when elongated and extending beyond the trunk or main part of the body
tame,飼いならさ,correct by punishment or discipline
tan,日焼け,a browning of the skin resulting from exposure to the rays of the sun
tanned,日焼けしました,treat skins and hides with tannic acid so as to convert them into leather
tap,タップ,the sound made by a gentle blow
tatter,ほろ,a small piece of cloth or paper
tattoo,入れ墨,a drumbeat or bugle call that signals the military to return to their quarters
taunt,あざけります,aggravation by deriding or mocking or criticizing
tease,からかう,someone given to teasing (as by mocking or stirring curiosity)
teaspoon,ティースプーン,as much as a teaspoon will hold
technical,テクニカル,a pickup truck with a gun mounted on it
technically,技術的に,with regard to technique
telescope,望遠鏡,a magnifier of images of distant objects
temperate,温帯,(of weather or climate) free from extremes; mild; or characteristic of such weather or climate
temporarily,仮に,for a limited time only; not permanently
temptation,誘惑,something that seduces or has the quality to seduce
tender,柔らかいです,something that can be used as an official medium of payment
tenderly,優しく,with tenderness; in a tender manner
tenderness,優しさ,a tendency to express warm and affectionate feeling
terrace,テラス,usually paved outdoor area adjoining a residence
terrifying,恐ろしいです,fill with terror; frighten greatly
territory,地域,a region marked off for administrative or other purposes
test,テスト,trying something to find out about it
testify,証言します,give testimony in a court of law
testimony,証言,a solemn statement made under oath
theme,テーマ,the subject matter of a conversation or discussion
theorist,理論家,someone who theorizes (especially in science or art)
therapist,セラピスト,a person skilled in a particular type of therapy
therapy,治療,(medicine) the act of caring for someone (as by medication or remedial training etc.)
thereafter,以降,from that time on
thermometer,温度計,measuring instrument for measuring temperature
thesis,定説,an unproved statement put forward as a premise in an argument
thickly,密に,spoken with poor articulation as if with a thick tongue
thickness,厚さ,the dimension through an object as opposed to its length or width
thigh,大腿,the part of the leg between the hip and the knee
thinker,思想家,an important intellectual
thirdly,第三に,in the third place
thirst,渇き,a physiological need to drink
thoroughly,徹底的に,in an exhaustive manner
though,にもかかわらず,(postpositive) however
thoughtful,考え深いです,having intellectual depth
thoughtless,軽率,showing lack of careful thought
thread,糸,a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving
threaten,脅かす,pose a threat to; present a danger to
thrill,スリル,the swift release of a store of affective force
thrilled,感激,cause to be thrilled by some perceptual input
thrilling,スリリング,cause to be thrilled by some perceptual input
throat,喉,the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone
tickle,くすぐる,a cutaneous sensation often resulting from light stroking
tight,タイト,closely constrained or constricted or constricting
tightrope,綱渡りの綱,tightly stretched rope or wire on which acrobats perform high above the ground
time,時間,an instance or single occasion for some event
timeless,時代を超越しました,unaffected by time
timeliness,即時性,being at the right time
times,回,a more or less definite period of time now or previously present
timing,タイミング,the time when something happens
tip,ヒント,the extreme end of something; especially something pointed
tiptoe,つま先,the tip of a toe
tiredness,疲れ,temporary loss of strength and energy resulting from hard physical or mental work
tiresome,うんざり,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain
toenail,爪,the nail at the end of a toe
toil,労苦,productive work (especially physical work done for wages)
tolerant,トレラント,showing respect for the rights or opinions or practices of others
tolerate,容認,put up with something or somebody unpleasant
toll,通行料金,a fee levied for the use of roads or bridges (used for maintenance)
tomb,墓,a place for the burial of a corpse (especially beneath the ground and marked by a tombstone)
ton,トン,a United States unit of weight equivalent to 2000 pounds
tonne,トン,a unit of weight equivalent to 1000 kilograms
torch,松明,a light usually carried in the hand; consists of some flammable substance
tortoiseshell,鼈甲,the mottled horny substance of the shell of some turtles
torture,拷問,extreme mental distress
tough,タフ,someone who learned to fight in the streets rather than being formally trained in the sport of boxing
toxic,毒性,of or relating to or caused by a toxin or poison
trace,痕跡,a just detectable amount
track,追跡,a line or route along which something travels or moves
trade,トレード,the commercial exchange (buying and selling on domestic or international markets) of goods and services
trader,トレーダー,someone who purchases and maintains an inventory of goods to be sold
trail,トレイル,a track or mark left by something that has passed
trailer,トレーラー,someone who takes more time than necessary; someone who lags behind
trainee,研修生,someone who is being trained
trainer,トレーナー,one who trains other persons or animals
trait,トレイト,a distinguishing feature of your personal nature
traitor,反逆者,someone who betrays his country by committing treason
tramp,TRAMP,a disreputable vagrant
trample,トランプル,the sound of heavy treading or stomping
transcript,写し,something that has been transcribed; a written record (usually typewritten) of dictated or recorded speech
transfer,転送,the act of moving something from one location to another
transfusion,輸血,the introduction of blood or blood plasma into a vein or artery
transient,過渡,one who stays for only a short time
transistor,トランジスタ,a semiconductor device capable of amplification
transition,遷移,the act of passing from one state or place to the next
transitive,推移,a verb (or verb construction) that requires an object in order to be grammatical
translation,翻訳,a written communication in a second language having the same meaning as the written communication in a first language
translator,翻訳者,a person who translates written messages from one language to another
transmission,伝染;感染,the act of sending a message; causing a message to be transmitted
transmit,送信,transfer to another
transparent,トランスペアレント,transmitting light; able to be seen through with clarity
transport,輸送,something that serves as a means of transportation
traverse,トラバース,a horizontal beam that extends across something
tray,トレイ,an open receptacle for holding or displaying or serving articles or food
tread,トレッド,a step in walking or running
treat,御馳走,something considered choice to eat
treaty,条約,a written agreement between two states or sovereigns
trek,トレッキング,a journey by ox wagon (especially an organized migration by a group of settlers)
tremendously,途方もなく,extremely
tremor,身震い,an involuntary vibration (as if from illness or fear)
trial,トライアル,the act of testing something
triangle,三角形,a three-sided polygon
tribe,部族,a social division of (usually preliterate) people
trick,騙す,a cunning or deceitful action or device
tricky,トリッキー,not to be trusted; - James Agee
trio,トリオ,the cardinal number that is the sum of one and one and one
trip,旅行,a journey for some purpose (usually including the return)
trivial,ささいな,(informal) small and of little importance
trolley,トロリー,a wheeled vehicle that runs on rails and is propelled by electricity
troop,部隊,a group of soldiers
trophy,トロフィー,an award for success in war or hunting
tropic,回帰線,either of two parallels of latitude about 23.5 degrees to the north and south of the equator representing the points farthest north and south at which the sun can shine directly overhead and constituting the boundaries of the Torrid Zone or tropics
troublesome,やっかいな,difficult to deal with
trunk,トランク,the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber
trust,信頼,something (as property) held by one party (the trustee) for the benefit of another (the beneficiary)
trusty,信頼できます,a convict who is considered trustworthy and granted special privileges
truthful,真実な,expressing or given to expressing the truth
truthfulness,誠意,the quality of being truthful
tub,桶,a relatively large open container that you fill with water and use to wash the body
tuberculosis,結核,infection transmitted by inhalation or ingestion of tubercle bacilli and manifested in fever and small lesions (usually in the lungs but in various other parts of the body in acute stages)
tug,引きます,a sudden abrupt pull
tuition,学費,a fee paid for instruction (especially for higher education)
tulip,チューリップ,any of numerous perennial bulbous herbs having linear or broadly lanceolate leaves and usually a single showy flower
tumor,腫瘍,an abnormal new mass of tissue that serves no purpose
tunnel,トンネル,"a passageway through or under something, usually underground (especially one for trains or cars)"
turbulent,乱,characterized by unrest or disorder or insubordination
tutor,家庭教師,"a person who gives private instruction (as in singing, acting, etc.)"
twinkle,きらきら,a rapid change in brightness; a brief spark or flash
twisted,ツイスト,"to move in a twisting or contorted motion, (especially when struggling)"
typhoid,腸チフス,serious infection marked by intestinal inflammation and ulceration; caused by Salmonella typhosa ingested with food or water
tyranny,横暴,a form of government in which the ruler is an absolute dictator (not restricted by a constitution or laws or opposition etc.)
tyrant,暴君,a cruel and oppressive dictator
ultimate,究極,the finest or most superior quality of its kind
ultimately,最終的には,as the end result of a succession or process
unacceptable,容認できません,not adequate to give satisfaction
unashamedly,臆面もなく,without shame
unattractive,見苦しいです,lacking beauty or charm
unauthorized,不正,not endowed with authority
unavailable,無効,not available or accessible or at hand
unaware,気付いていません,(often followed by `of') not aware
unbearable,堪らない,incapable of being put up with
unbeatable,無敵,hard to defeat
unchanged,変更なし,not made or become different
uncharacteristic,珍しく,distinctive and not typical
unclearly,不明瞭,in a manner that is unclear
uncomfortably,不快,in physical discomfort
uncommon,稀,not common or ordinarily encountered; unusually great in amount or remarkable in character or kind
unconcerned,淡淡,lacking in interest or care or feeling
unconscious,無意識,that part of the mind wherein psychic activity takes place of which the person is unaware
underestimate,過小評価,an estimation that is too low; an estimate that is less than the true or actual value
undergraduate,学部,a university student who has not yet received a first degree
underground,地下,a secret group organized to overthrow a government or occupation force
underneath,下に,on the lower or downward side; on the underside of
undersea,海底の,beneath the surface of the sea
understandable,理解しやすいです,capable of being apprehended or understood
understanding,理解,the cognitive condition of someone who understands
undertake,引き受けます,enter upon an activity or enterprise
underwater,水中,beneath the surface of the water
underwear,下着,undergarment worn next to the skin and under the outer garments
undoubtedly,きっと,without doubt; certainly
undreamed,undreamed,not imagined even in a dream
undressed,裸の,get undressed
unease,不安,physical discomfort (as mild sickness or depression)
uneasily,不安,with anxiety or apprehension
unenthusiastic,無気力,not enthusiastic; lacking excitement or ardor
uneven,ムラ,not even or uniform as e.g. in shape or texture
unfamiliar,見知らぬ,not known or well known
unfashionable,廃れました,not in accord with or not following current fashion
unforeseen,不測,not anticipated; - H.W.Glidden
ungodly,不信心,characterized by iniquity; wicked because it is believed to be a sin
unhappiness,不幸,emotions experienced when not in a state of well-being
unhelpful,役に立ちません,providing no assistance
unimaginable,想像を絶する,totally unlikely
unimaginably,想像を絶する,to an unimaginable extent
united,ユナイテッド,act in concert or unite in a common purpose or belief
universal,ユニバーサル,(linguistics) a grammatical rule (or other linguistic feature) that is found in all languages
unjustly,不当,in an unjust manner
unkind,不親切,lacking kindness
unlike,異なり、,marked by dissimilarity
unlimited,無制限,having no limits in range or scope; - Philip Rahv
unload,アンロード,leave or unload
unlock,ロック解除,open the lock of
unmistakable,紛れもありません,clearly evident to the mind
unmistakably,紛れもなく,without possibility of mistake
unnatural,不自然,not in accordance with or determined by nature; contrary to nature
unofficial,非公式,not having official authority or sanction
unpopular,不人気,regarded with disfavor or lacking general approval
unrealistic,非現実的,not realistic
unreasonable,無理,not reasonable; not showing good judgment
unreliable,不確実,liable to be erroneous or misleading
unrest,不穏,a state of agitation or turbulent change or development
unsafe,安全ではありません,lacking in security or safety
unsatisfactory,物足りないです,not giving satisfaction
unselfish,無欲,disregarding your own advantages and welfare over those of others
unstoppable,止められません,not capable of being stopped
unsuccessful,不成功,not successful; having failed or having an unfavorable outcome
unsuitable,不適切,not meant or adapted for a particular purpose
unsure,わかりません,lacking self-confidence
untalented,untalented,devoid of talent; not gifted
unthinkably,unthinkably,to an unimaginable extent
untie,UNTIE,undo the ties of
untreated,未処置,not given medical care or treatment
untrimmed,トリミングされていません,not trimmed
unusualness,unusualness,uncommonness by virtue of being unusual
unwilling,不本意,not disposed or inclined toward
unwise,愚か,showing or resulting from lack of judgment or wisdom
unworldly,人間離れ,not concerned with the temporal world or swayed by mundane considerations; - Sheldon Cheney
upbringing,生い立ち,properties acquired during a person's formative years
update,更新,news that updates your information
upgrade,アップグレード,an upward slope or grade (as in a road)
upright,直立,a vertical structural member as a post or stake
upset,動揺,an unhappy and worried mental state
urban,都市,relating to or concerned with a city or densely populated area
urge,衝動,an instinctive motive
urgently,緊急に,with great urgency
user,ユーザー,a person who makes use of a thing; someone who uses or employs something
usher,案内係,Irish prelate who deduced from the Bible that Creation occurred in the year 4004 BC (1581-1656)
utility,ユーティリティ,a company that performs a public service; subject to government regulation
utilize,利用します,put into service; make work or employ for a particular purpose or for its inherent or natural purpose
utter,全くの,"articulate; either verbally or with a cry, shout, or noise"
utterly,全く,completely and without qualification; used informally as intensifiers
vacant,空いています,void of thought or knowledge
vaccine,ワクチン,immunogen consisting of a suspension of weakened or dead pathogenic cells injected in order to stimulate the production of antibodies
valentine,バレンタイン,a sweetheart chosen to receive a greeting on Saint Valentine's Day
valid,妥当,well grounded in logic or truth or having legal force
value,値,a numerical quantity measured or assigned or computed
vanish,ワニス,"get lost, as without warning or explanation"
vanity,虚栄,feelings of excessive pride
variation,変化,an instance of change; the rate or magnitude of change
varied,さまざまな,"become different in some particular way, without permanently losing one's or its former characteristics or essence"
venture,ベンチャー,any venturesome undertaking especially one with an uncertain outcome
venue,会場,the scene of any event or action (especially the place of a meeting)
verbal,口頭,communicated in the form of words
verbally,口頭で,as a verb
verse,詩,literature in metrical form
version,バージョン,an interpretation of a matter from a particular viewpoint
very,非常に,precisely as stated
veteran,ベテラン,a serviceman who has seen considerable active service
vibrate,振動します,"shake, quiver, or throb; move back and forth rapidly, usually in an uncontrolled manner"
vibration,振動,the act of vibrating
viewer,ビューア,a close observer; someone who looks at something (such as an exhibition of some kind)
vigor,活力,forceful exertion
